ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
BGV;KHI;109;3,76;0,89;0,25;0,75;1;49,65;44,3;82,12;28,81;57,69;13,44;0,3;0,62;0,04;0,09;1,84;0,98;2,84;59,72;62,79;0,599;1,42;0,31;2,3;12,12;410;97;109;33;4;68;79;59;310
10581;ASV, PAR;61;6,69;0,86;0,84;2,18;3,02;47;34,22;85,09;40,72;42,77;16,68;0,98;0,62;0,18;0,25;1,88;1,41;6,8;49,12;53,41;0,49;1,38;0,34;5,13;19,77;408;52;184;60;11;38;58;83;415
JUP;PAN, UNK;70;5,81;1,47;0,87;2,76;3,63;46,14;37,09;77,23;37,41;43,49;19,18;0,78;1;0,19;0,17;1,89;1,49;7,27;50,8;55,22;0,491;1,47;0,28;4,84;20,8;407;103;254;55;13;70;59;76;509
9051;BAS, BER, RED;55;7,4;0,64;2,07;3,2;5,27;58,91;100;65,52;81,11;0,75;18,18;0,29;1,62;0,66;0,27;2,09;2,38;9,85;59,24;61,5;0,004;0,39;0,36;5,9;20,28;407;35;290;16;36;89;1;165;542
11236;PAN;31;13,06;3,61;0,42;1,77;2,19;53,31;33,33;87,17;39,51;35,6;24,96;0,74;2,23;0,06;0,48;2,52;3;11,61;51,69;58,64;0,49;1,62;0,5;8,77;25,88;405;112;68;23;2;69;48;80;360
3527;CTU, DUB, MIL, VIR;104;3,87;0,47;0,66;1;1,67;49,62;35,55;78,35;37,67;51,59;10,9;0,4;0,35;0,14;0,13;1,38;0,48;3,12;51,69;54,08;0,56;1,35;0,27;2,74;14,21;403;49;173;42;15;36;69;76;324
AKT;SIE, ULK;43;9,37;0,65;0,98;4,05;5,02;45,53;33,83;75,75;63,48;18,64;17,86;0,42;1,51;0,25;0,42;2,39;2,93;9,09;46,62;50,78;0,209;0,43;0,41;5,28;22,73;403;28;216;18;11;65;25;128;391
4355;BAR, CED;40;10,07;2,38;0,28;0,88;1,15;49,68;33,14;80,81;38,69;44,66;16,63;0,68;1,77;0,05;0,53;1,23;3,25;8,65;49,69;53,81;0,536;1,34;0,54;5,95;18,72;403;95;46;27;2;71;60;78;346
13371;ASV;63;6,38;1,78;0,46;1,68;2,14;49,83;33,61;61,22;62,65;21,54;15,66;1,21;1,13;0,18;0,32;1,95;1,71;6,44;49,98;52,37;0,254;1,58;0,36;4,84;17,53;402;112;135;76;11;71;29;126;406
7029;ZAL;61;6,55;0,85;0,51;1,61;2,12;51;35,85;73,41;25,53;59,45;15,22;0,41;0,85;0,08;0,12;1,29;1,2;5,46;52,91;55,91;0,688;1;0,45;4,11;14,65;400;52;129;25;5;52;79;51;333
8152;DARUSSAFAKA TEKFEN ISTANBUL, IST;34;11,77;3,18;0,79;2;2,79;46,04;35,13;87,43;43,5;38,98;17,49;1,23;1,91;0,09;0,47;2,68;2,5;10,38;48,96;53,74;0,439;1,66;0,5;8,04;23,69;400;108;95;42;3;65;52;87;353
3198;BAS, MAD, MAL;126;3,16;0,49;0,54;1,52;2,06;60,95;38,94;71,18;39,22;53,42;7,31;0,3;0,33;0,03;0,06;0,86;0,46;3,88;59,46;60,66;0,587;1,52;0,26;2,71;12,19;398;62;260;38;4;41;71;78;489
5353;PAN, ULK;61;6,46;0,51;1,38;1,87;3,25;62,44;40,53;74,76;81,15;3,7;14,99;0,33;0,94;0,56;0,21;1,62;1,16;7,47;62,37;65,07;0,045;0,54;0,54;5,34;12,03;394;31;198;20;34;57;5;160;456
BCC;BAM, BES, LJU;52;7,56;1,5;1,56;3,21;4,77;52,65;27,73;77,71;50,91;31,32;17,81;0,63;1,54;0,13;0,21;1,25;1,54;8,96;47,81;52,04;0,438;0,98;0,31;5,73;24,23;393;78;248;33;7;80;41;100;466
7513;ZAL;96;4,05;1,26;0,46;0,79;1,25;45,6;36,55;84,57;46,87;43,13;10,06;0,69;0,78;0,02;0,2;1,73;0,68;3,02;49,6;52,11;0,434;1,61;0,24;2,73;16,79;389;121;120;66;2;75;56;91;290
2582;OLY, STR, ZAL;70;5,52;0,53;0,47;1,39;1,86;50,95;35,3;72,8;44,57;32,67;22,84;0,4;0,79;0,11;0,21;1,64;1,39;4,4;51,78;56,57;0,414;0,67;0,38;3,33;14,7;386;37;130;28;8;55;42;86;308
4123;MUN;44;8,75;1,18;1,7;4,48;6,18;49,3;31,04;71,3;74,28;10,88;14,8;0,57;1,3;0,48;0,29;3;1,88;9,89;48,93;52;0,134;0,91;0,43;6,41;20,49;385;52;272;25;21;57;14;143;435
5002;BAM, LMG, MAL;35;10,91;2,43;0,43;1,31;1,74;42,41;44,05;83,87;35,08;58,12;6,81;0,83;1,43;0,03;0,37;1,6;1,69;8,83;54,6;56,24;0,515;1,7;0,48;7,12;22,61;382;85;61;29;1;50;74;67;309
1389;CSK, DYR, KHI, TIV, UNK;104;3,66;0,78;0,3;0,93;1,23;47,86;27,77;74,12;53,53;31,5;14,98;0,54;0,82;0,1;0,12;2,16;1,23;2,16;45,36;48,72;0,403;0,95;0,27;1,69;13,61;381;81;128;56;10;85;40;102;225
6085;MIL, MUN;43;8,84;3,32;0,3;1,54;1,84;48,95;30,47;84,79;49,49;26,9;23,67;0,56;1,91;0,02;0,16;1,3;2,54;9,28;47,76;54,19;0,368;1,74;0,48;6,08;18,34;380;143;79;24;1;82;34;94;399
2506;BAM, MUN;97;3,89;0,4;0,23;0,73;0,94;38,48;41,47;72,45;7,97;89,17;2,88;0,18;0,29;0,01;0,02;1,05;0,3;2,44;59,21;59,67;0,874;1,38;0,37;2,3;10,38;377;39;91;18;1;28;112;15;237
3508;BAR, BAS, OLY;75;5,03;0,69;2,29;3,41;5,71;62,8;0;45,57;80,65;0;19,33;0,65;1,29;0,76;0,36;2,54;1,8;8,05;62,28;59,94;0,008;0,54;0,32;5,08;15,72;377;52;428;49;57;97;0;152;604
2893;MAL;41;9,19;1,83;0,29;0,93;1,22;42,9;36,99;91,38;39,8;46,22;14,07;0,46;1,51;0,03;0,42;1,46;1,59;5,95;48,85;52,74;0,473;1,21;0,43;4,92;21,21;377;75;50;19;1;62;58;75;244
TFI;BES, ULK;56;6,7;0,5;1,93;2,29;4,22;59,82;0;40,8;81,04;0;18,93;0,63;1,59;0,61;0,43;2,84;3,46;7,54;59,12;56,21;0,012;0,31;0,38;4,55;17,84;375;28;236;35;34;89;0;152;422
2911;BER, TEL;35;10,68;1,66;1,63;3,14;4,77;62,17;26,49;65,92;79,13;6,37;14,47;1,23;1,37;1,08;0,22;3,4;2,32;12,74;59,66;61,49;0,112;1,21;0,4;9,29;26,53;374;58;167;43;38;48;8;148;446
13389;IST, OLY, TEL;48;7,75;2,29;0,34;1,19;1,52;54,55;29,31;74,58;48,38;20,12;31,49;0,77;1,4;0,06;0,35;1,42;2,77;8,36;50,95;58,28;0,34;1,64;0,45;5,77;17,08;372;110;73;37;3;67;25;90;401
14005;VIR;37;10,03;1,41;0,59;2,05;2,65;47,18;44,54;90,1;35,09;47,56;17,25;0,51;1,19;0,11;0,35;2,05;1,73;8,7;56,78;61,57;0,489;1,18;0,45;6,78;22,43;371;52;98;19;4;44;59;65;322
6509;MIL;90;4,11;1,05;0,35;1,46;1,8;57,37;44,05;65,49;46,51;45,33;8,16;0,5;0,41;0,03;0,15;1,18;0,79;4,88;61,36;62,26;0,458;2,55;0,27;3,57;15,17;370;95;162;45;3;37;56;86;439
BBE;BER, LMG, NTR, ROM;39;9,49;0,51;1,18;2,72;3,9;58,68;0;64,28;85,96;0;14,06;0,44;1,72;0,54;0,36;2,08;2,1;9,18;58,47;60,14;0,004;0,3;0,52;6,2;18,37;370;20;152;17;21;67;0;159;358
6657;RED, TEL;28;13,11;0,89;1;4,36;5,36;56,21;33,05;78,8;49,02;32,7;18,27;0,85;1,82;1,43;0,43;2,61;2,6;13,36;53,35;57,61;0,431;0,49;0,47;9,3;27,76;367;25;150;24;40;51;40;90;374
1150;MAL;45;8,04;2,58;0,47;2,18;2,64;53,15;40,74;80,11;37;53,02;9,95;1,02;1,42;0,16;0,13;2,16;2,11;9,27;57,57;59,77;0,555;1,81;0,36;6,36;22,36;362;116;119;46;7;64;64;67;417
4222;BUD, IST, LJU, MIL, RED;67;5,37;0,6;1,67;1,75;3,42;57,94;17,56;53,1;82,68;0,88;16,37;0,24;0,82;0,19;0,2;1,76;1,9;6,48;57,22;57,75;0,023;0,73;0,38;4,17;14,21;360;40;229;16;13;55;1;149;434
411;PAN;66;5,44;1,37;0,67;1,82;2,48;47,07;34,75;66,21;41,18;41,81;16,98;0,7;0,63;0,12;0,2;2,08;1,65;5,7;49,49;52,56;0,478;2,15;0,32;4,09;16,91;359;90;164;46;8;42;50;74;376
5460;BAM, MUN;80;4,46;0,37;0,76;1,18;1,94;59;26,28;80,33;71,75;4,19;24,09;0,19;0,49;0,02;0,24;1,49;1,32;4,54;57,43;63,05;0,08;0,77;0,43;3,23;10,34;357;30;155;15;2;39;5;128;363
4884;PAM;56;6,38;0,61;1,02;3,06;4,07;66,28;34,66;76,35;48,24;32,64;19,05;0,5;0,62;0,31;0,13;1,22;1,75;9,18;59,66;63,48;0,463;0,97;0,31;5,75;20,3;357;34;228;28;17;35;39;86;514
3332;BUD, RED;54;6,59;2,41;0,7;0,94;1,65;43,12;33,11;79,39;37,56;40,44;21,9;0,68;0,98;0;0,11;1,33;2,72;7,83;46,28;51,86;0,483;2,45;0,41;5,03;16,18;356;130;89;37;0;53;48;67;423
3328;DAR, GAL;86;4,14;0,42;1,68;2,5;4,19;58,87;0;61,1;78,68;0;21,31;0,33;0,68;0,64;0,22;1,72;1,25;6,64;58,87;60,84;0;0,62;0,3;4,26;13,66;356;36;360;28;55;58;0;140;571
13378;MAD, MUN;55;6,43;1,65;0,22;1,17;1,38;46,49;29,12;68,59;37,82;49,12;12,97;0,45;1,11;0,07;0,24;1,58;1,69;4,42;44,86;47,52;0,58;1,49;0,46;3,25;13,87;354;91;76;25;4;61;58;67;243
3521;IST;222;1,59;0,9;0,44;0,69;1,13;47,68;30,05;54,22;65,17;28,09;6,74;0,51;0,4;0,11;0,11;1,38;0,48;1,82;46,87;47,63;0,313;2,25;0,17;1,49;9,08;353;200;251;113;24;89;33;115;403
LOC;BAR, TEL;40;8,83;3;0,95;2,95;3,9;46,28;35,17;72,99;49,3;32,28;18,41;1,97;1,48;0,12;0,17;1,7;2,4;12;48,64;52,66;0,365;2,03;0,35;8,21;25,44;353;120;156;79;5;59;38;87;480
13667;MAD, PAR;49;7,15;0,66;1,49;2,49;3,98;62,03;32,99;74,77;75,46;0,82;23,72;0,49;1,53;0,49;0,14;2,51;2,43;8,74;61,86;66,12;0,013;0,43;0,43;5,47;16,47;350;32;195;24;24;75;1;132;428
11201;IST, ULK;81;4,32;0,89;0,23;0,69;0,93;52,99;31,65;69,1;54,19;29,29;16,56;0,48;0,83;0;0,18;1,28;1,16;3,21;50,92;54,04;0,376;1,07;0,4;2,48;10,84;350;72;75;39;0;67;34;95;260
CMF;CHA, TEL;29;12;2,07;0,31;1,52;1,83;52,65;37,79;83,72;40,25;46,59;13,23;0,83;1,55;0,04;0,28;1,93;2,07;9,52;54,74;57,96;0,518;1,33;0,45;7,57;26,4;348;60;53;24;1;45;54;70;276
9842;PAN;27;12,85;1,78;0,37;1,78;2,15;52,43;41,75;95,4;36,89;38,99;24,2;0,78;1,33;0;0,33;1,33;2,63;12,56;57,22;64,54;0,469;1,34;0,6;9,4;21,33;347;48;58;21;0;36;45;64;339
722;MAL, TEL;44;7,87;0,68;1,18;2,64;3,82;47,53;40,65;76,46;50,28;33,87;15,91;0,61;0,82;0,38;0,18;0,96;1,41;8,95;52,16;55,67;0,344;0,83;0,4;6,2;19,53;346;30;168;27;17;36;39;87;394
11949;BAS, PRS;58;5,93;1,14;0,69;1,79;2,48;56,96;38,96;82,19;21,47;59,44;19,15;0,36;0,67;0,33;0,09;2,31;1,34;5,95;58,04;62,54;0,73;1,7;0,35;4,48;16,79;344;66;144;21;19;39;68;37;345
14152;BAS;31;11,06;3,03;0,23;1,1;1,32;64,1;28,83;91,13;54,25;25,5;20,43;0,71;1,45;0,1;0,19;2,29;2,77;10,84;55,54;61,23;0,411;2,09;0,5;8,02;22,18;343;94;41;22;3;45;29;93;336
BEJ;KHI, PAM;44;7,77;0,91;1,23;2,25;3,48;53,3;20,8;78,7;76,06;4,37;19,58;0,5;1,25;0,32;0,39;2,82;2,39;7,48;51,33;56;0,089;0,73;0,44;5,09;17,8;342;40;153;22;14;55;5;130;329
12611;PRS;53;6,42;0,89;0,37;1;1,38;47,61;36,43;86,75;14,01;75,86;9,99;0,49;0,43;0,04;0,19;1,87;0,68;3,98;53,41;56,05;0,825;2,06;0,43;3,95;14,97;340;47;73;26;2;23;86;24;211
8857;BUD;29;11,72;1;0,76;2,97;3,72;40,46;38,87;68,95;53,58;35,32;11,18;0,76;1,48;0,59;0,28;1,48;1,9;9,07;46,07;48,25;0,314;0,68;0,43;6,6;27,53;340;29;108;22;17;43;40;91;263
3482;CSK, PAN;82;4,13;0,43;0,44;1,54;1,98;51,83;42,78;79,67;41,9;48,83;9,4;0,45;0,63;0,39;0,1;1,61;0,69;3,91;57,81;59,77;0,485;0,68;0,31;2,95;13,44;339;35;162;37;32;52;55;71;321
JHL;SIE;67;5,05;0,48;0,45;1,94;2,39;52,21;40,92;81,2;35,54;47,95;16,57;0,31;0,6;0,64;0,01;1,76;0,99;5,28;57,11;60,92;0,534;0,8;0,33;3,76;15,3;338;32;160;21;43;40;54;60;354
5356;PAM;65;5,2;1,12;0,78;2,09;2,88;49,45;29,86;85,66;45,61;32,83;21,56;0,52;1,17;0;0,24;1,51;1,89;5,95;47,39;53,29;0,443;0,96;0,32;3,53;16,23;338;73;187;34;0;76;37;77;387
4170;DAR, IST;105;3,22;0,33;0,5;0,92;1,42;47,91;34,83;60,2;27,26;63,98;8,88;0,41;0,31;0,05;0,18;2,41;0,56;1,14;50,87;51,99;0,683;1,09;0,24;1,6;13,37;338;35;149;43;5;32;72;46;120
2361;PAM;72;4,67;2,6;0,31;1,18;1,49;54,27;32,57;86,19;35,81;50,86;13,36;0,8;1,14;0,13;0,17;2,7;1,47;4,71;50,96;54,43;0,612;2,28;0,25;3,56;18,41;336;187;107;58;9;82;57;60;339
10316;ASV;58;5,74;0,45;0,55;0,97;1,52;43,32;36,99;83,31;27,08;64,04;9,05;0,29;0,67;0,02;0,19;1,66;0,78;3,07;51,21;53,33;0,649;0,67;0,35;2,88;16,19;333;26;88;17;1;39;71;45;178
3530;CSK;28;11,89;1,89;1,57;5,04;6,61;57,68;42,59;73,42;45,05;23,41;31,53;1,36;1,25;1,64;0,18;1,93;4,64;20,14;59,66;65,57;0,319;1,51;0,46;12,44;25,75;333;53;185;38;46;35;26;75;564
6536;CSK, TEL;43;7,72;1,3;0,62;2,72;3,35;50,94;35,43;79,71;49,95;32,61;17,5;0,63;1,4;0,26;0,23;1,75;1,74;7,88;51,79;55,94;0,385;0,93;0,37;5,26;21,14;332;56;144;27;11;60;36;83;339
11936;ASV;31;10,61;2,06;0,26;1,23;1,48;51,41;30,03;85,88;58,44;27,43;14,33;0,65;1,39;0,03;0,32;2,13;1,68;7,23;49,19;52,84;0,349;1,48;0,46;6,08;22,84;329;64;46;20;1;43;30;96;224
1988;BAM, MUN;43;7,61;1,14;0,95;2,18;3,14;42,96;44,3;88,04;40,98;43,09;15,9;0,91;0,65;0,12;0,28;2,7;1,44;7,12;52,47;56,78;0,405;1,74;0,32;5,71;23,48;327;49;135;39;5;28;47;67;306
BRS;BAM, BER, MUN;65;5,01;0,26;1,15;1,68;2,83;54,13;24,94;70,46;85,34;0,9;13,82;0,16;0,91;0,18;0,23;2,01;1,23;4,37;53,87;56,39;0,015;0,29;0,37;3,02;13,66;326;17;184;10;12;59;1;139;284
3601;MIL, PAN, SAS, TEL;55;5,93;1,35;0,25;1,06;1,31;39,75;35,04;72,5;29,99;57,06;12,9;0,33;1,02;0,09;0,24;1,49;1,57;4,07;47,31;50,08;0,59;1,32;0,33;3,02;18,08;326;74;72;18;5;56;62;49;224
THC;CED, UNK;34;9,56;1,53;0,59;4,03;4,62;53,67;30,57;81,69;59,11;20,31;20,62;0,79;0,97;0,18;0,24;2,62;2,23;10,74;51,43;56,61;0,287;1,58;0,34;7,19;28,2;325;52;157;27;6;33;22;96;365
TEQ;CTU, GAL, SIE;47;6,91;1,04;0,64;1,72;2,36;48,34;45,73;78,88;43,11;30,42;26,45;0,28;0,62;0,02;0,19;1;2,02;7,92;55,07;61,33;0,332;1,69;0,44;5,33;15,69;325;49;111;13;1;29;33;70;372
12096;DUB, PAR;38;8,5;0,27;1,32;2,45;3,76;70,45;55,41;72,07;54,46;28,77;16,75;0,42;1,03;0,69;0,08;2,76;1,92;9,5;74,37;75,54;0,309;0,26;0,49;6,81;17,46;323;10;143;16;26;39;31;88;361
14115;PAM;43;7,51;2,88;0,75;1,35;2,09;51,83;32,12;73,23;54,53;28,96;16,75;0,51;1,4;0,07;0,37;1,14;1,51;7,77;50,51;53,93;0,364;2,06;0,44;5,74;17,25;323;124;90;22;3;60;31;88;334
5162;OLY, SAS;56;5,73;0,91;0,98;2,59;3,57;62,99;36,47;72,48;38,03;51,44;10,6;0,38;0,73;0,89;0,11;2,86;0,75;5,91;57,94;59,78;0,609;1,24;0,3;4,6;18,96;321;51;200;21;50;41;55;61;331
4790;MAD, MCO;78;4,1;0,57;0,74;1,68;2,42;67,45;36,57;74,37;38,87;48,01;13,45;0,31;0,43;0,17;0,01;1,55;0,64;4,51;59,86;62,09;0,603;1,35;0,35;3,32;11,87;320;45;189;24;13;33;51;62;352
11940;MUN;29;11,03;3,38;0,45;1,69;2,14;40,86;28,29;89,56;44,97;31,01;24,12;0,79;1,76;0,1;0,52;2,62;3,21;8,97;41,49;48,35;0,399;1,92;0,57;6,52;19,37;320;98;62;23;3;51;33;72;260
1310;CSK, GAL;35;9,06;2,83;0,51;2,49;3;52,1;30,88;74,53;54,91;28,37;16,7;0,86;2,2;0,31;0,23;2,11;2,86;9,63;49,98;53,66;0,367;1,29;0,41;6,02;22,36;317;99;105;30;11;77;30;87;337
2763;PAM;58;5,43;1,24;0,69;2,42;3,1;41,94;36,3;77,3;22,95;61,86;15,19;0,61;0,52;0,19;0,07;2,05;1,48;6,35;50,38;53,87;0,675;2,39;0,28;4,31;19,34;315;72;180;35;11;30;65;36;368
2534;ASV;43;7,33;0,95;0,65;2,58;3,23;51,89;48,14;88,58;34,26;50,46;15,21;1,05;0,74;0,16;0,09;1,75;1,31;8,81;62,34;66,21;0,514;1,28;0,36;6,39;20,18;315;41;139;45;7;32;53;54;379
8049;BAM;27;11,63;1,67;0,89;4,56;5,44;42,05;42,19;87,25;33,19;51,59;15,31;0,89;1;0,44;0,37;1,81;1,59;12,81;52,84;56,86;0,508;1,67;0,45;9,2;25,81;314;45;147;24;12;27;54;52;346
14127;TEL;36;8,72;0,81;1,78;3,33;5,11;51,96;32,01;82,33;42,66;30,62;26,72;0,89;0,89;0,28;0,03;2,81;2,47;10,44;50,24;57,33;0,437;0,91;0,35;7,05;24,59;314;29;184;32;10;32;32;67;376
12604;BER, TEL;32;9,82;2,41;2,06;4,43;6,5;54,9;26,67;66,5;71,32;15,28;13,35;0,59;2,44;0,47;0,34;2,84;1,69;10,93;51,52;53,83;0,227;0,99;0,49;7,18;19,9;314;77;208;19;15;78;16;112;350
5881;KSK, PAN;66;4,73;0,41;0,83;2,12;2,96;57,87;33,53;67,95;40,46;50,98;8,68;0,44;0,43;0,38;0,05;1,95;0,66;4,67;53,39;54,79;0,592;0,96;0,31;3,52;15,25;312;27;195;29;25;28;53;63;308
14027;BAS;37;8,41;1,08;1,41;2,81;4,22;66,22;33,65;83,02;59,22;24,97;15,7;0,73;1,51;1,24;0,19;2,68;1,76;10,14;60,62;64,3;0,356;0,72;0,44;7,09;19,28;311;40;156;27;46;56;26;92;375
7946;BAS, MIL;35;8,83;3,23;0,4;1,17;1,57;50,54;29,71;86,09;60,81;21,37;17,82;0,63;1,52;0,03;0,26;2,34;2,25;8,06;48,84;53,62;0,285;2,13;0,43;5,94;20,66;309;113;55;22;1;53;22;94;282
5805;MIL;24;12,83;1,37;0,71;2,04;2,75;50,28;35,16;84,8;53,2;32,2;14,6;0,67;1,46;0,25;0,46;1,88;2,46;10,29;51,18;54,94;0,366;0,94;0,58;7,82;22,12;308;33;66;16;6;35;33;82;247
ARR;IST;56;5,48;3,12;0,28;1;1,29;41,9;34,46;85,19;37,12;49,82;13,04;0,75;1,8;0,07;0,14;1,18;1,16;5,48;47;50,39;0,521;1,73;0,27;3,86;20,18;307;175;72;42;4;101;51;57;307
4302;DYR, KHI;72;4,26;0,72;0,38;1,33;1,71;53,19;33,9;91,68;33,32;53;14,08;0,61;0,57;0,07;0,04;2,05;0,97;3,53;51,73;55,44;0,625;1,26;0,29;2,77;14,57;307;52;123;44;5;41;54;51;254
1326;BAR, MIL;76;4,03;0,86;0,95;2,38;3,33;41,06;34,63;69,7;34,64;48,21;17,32;0,63;0,5;0,18;0,2;2,22;1,26;4,84;46,76;50,24;0,524;1,72;0,27;3,29;15,06;306;65;253;48;14;38;49;53;368
13290;MUN;37;8,22;1,38;0,59;1,81;2,41;62,6;38,11;96,43;38,69;51,46;9,85;0,76;0,65;0,19;0,08;1,81;0,73;7,86;59,38;62,18;0,593;2,12;0,43;6,48;19,32;304;51;89;28;7;24;52;59;291
KNG;CSK, MIL, PAN;38;7,95;1,6;0,21;1,42;1,63;38,6;33,94;61,17;37,05;55,61;7,29;0,4;1,21;0,11;0,19;1,68;1,37;4,39;45,15;46,36;0,532;1,33;0,34;3,55;23,39;302;61;62;15;4;46;56;56;167
12729;ASV;29;10,41;1,21;0,97;2,93;3,9;60,66;34,41;81,68;53,03;36,89;10,28;0,38;0,93;0;0,34;1,79;1,31;9,66;56,59;58,84;0,45;1,3;0,47;7,28;22,23;302;35;113;11;0;27;37;80;280
BGO;BAR;99;3,04;2,08;0,56;1,86;2,41;51;20,14;64,65;67,72;18,87;13,32;0,46;1,02;0,08;0,11;1,37;1,1;4,7;44,35;46,86;0,32;2,04;0,19;2,71;15,96;301;206;239;45;8;101;19;102;465
ACN;PAN;67;4,48;0,7;0,92;2,07;3;56,01;24,36;70,14;58,65;17,05;24,32;0,46;1,05;0,15;0,19;2,46;1,52;4,33;50,01;54,98;0,308;0,67;0,27;2,85;16,38;300;47;201;31;10;70;17;88;290
12593;MIL;36;8,22;4,47;0,92;1,97;2,89;53,44;37,87;82;56,69;23,36;19,95;0,75;1,69;0,11;0,22;2,25;2,44;11,28;54,38;59,31;0,279;2,64;0,32;7,63;25,36;296;161;104;27;4;61;23;84;406
1261;ASV, STR;73;4;1,52;0,56;1,67;2,23;49,53;26,23;75;71,24;16,44;12,33;0,82;1,38;0,25;0,12;2,19;1,16;4,05;47,23;49,97;0,225;1,1;0,27;2,69;15,07;292;111;163;60;18;101;16;104;296
12715;ZAL;52;5,58;0,48;0,37;2,04;2,41;45,78;39,7;73,7;22,75;71,36;5,87;0,4;0,6;0,06;0,12;1,43;0,69;4,6;55,51;56,64;0,707;0,81;0,39;3,49;14,28;290;25;125;21;3;31;69;33;239
4571;MUN;67;4,33;3,03;0,45;0,89;1,34;47,87;39,07;76,73;53,8;39,27;6,9;0,79;1,06;0,02;0,2;2,81;0,87;4,07;51,88;53,38;0,374;2,86;0,25;3,59;17,12;290;203;90;53;1;71;38;78;273
2031;SIE, ZAL;38;7,61;0,39;1,42;1,89;3,32;53,54;0;56,44;89,29;0;10,73;0,63;1,16;0,24;0,34;2,9;1,37;5,58;53,54;54,49;0;0,34;0,46;4,59;16,56;289;15;126;24;9;44;0;129;212
14178;PRS;26;11,08;1,19;0,77;2,15;2,92;49,55;38,99;77,97;39,53;47,92;12,45;0,96;1,92;0,38;0,46;2,54;1,77;8;54,07;56,89;0,507;0,62;0,52;6,54;21,33;288;31;76;25;10;50;46;57;208
2973;GAL, IST;41;6,97;1,07;1,07;2,05;3,12;49,06;33,71;86,7;53,86;32,54;13,63;0,88;0,85;0,17;0,34;2,27;1,27;6,44;49,61;53,2;0,37;1,26;0,29;5,07;24,12;286;44;128;36;7;35;31;77;264
BCP;GAL, LIE, ZAL;44;6,48;0,88;0,91;2,21;3,12;47,73;0;72,02;89,11;0;10,89;0,57;1,52;0,07;0,37;2,39;1,59;5;47,73;50;0;0,58;0,4;3,35;16,35;285;39;137;25;3;67;0;127;220
11221;ASV, OLY, PAN, ULK;79;3,61;0,31;0,67;1,11;1,79;70,65;35,02;46,85;79,4;2,19;18,58;0,34;0,6;0,56;0,08;1,73;1,56;4,34;70;66,02;0,036;0,51;0,4;2,87;8,96;285;24;141;27;44;47;2;113;343
326;BAS, MIL, SIE;47;6,06;0,96;0,83;1,89;2,72;48,13;40,39;82,57;26;59,09;15,06;0,47;0,83;0,15;0,1;2,59;1,57;5,6;56,15;59,66;0,644;1,15;0,31;4,09;19,83;285;45;128;22;7;39;56;37;263
5984;GAL, OLY;52;5,46;0,33;1,48;2,48;3,96;59,02;0;61,83;76,09;0;23,96;0,58;0,98;0,71;0,21;1,39;2,33;8,5;58,4;60,83;0,01;0,33;0,35;5,02;15,46;284;17;206;30;37;51;0;108;442
7050;BUD, UNK;43;6,58;1,12;0,95;3,31;4,26;44,3;40,48;81,25;58,6;24,46;16,94;0,81;1,07;0,21;0,21;2,26;1,67;7,65;48,14;52,38;0,233;1,04;0,3;4,91;21,93;283;48;183;35;9;46;23;83;329
7994;BAS, ZAL;55;5,14;0,55;0,44;1,42;1,86;50,42;36,28;85,22;41,74;33,84;24,42;0,75;0,66;0,13;0,31;2;1,31;4,47;52,13;58,76;0,429;0,83;0,34;3,6;15,11;283;30;102;41;7;36;32;59;246
1792;KHI, UNK;99;2,86;1,39;0,31;1,23;1,55;51,57;28,68;74,95;61,55;18,92;19,34;0,65;0,82;0,33;0,16;1,87;1,07;3,55;49,27;53,75;0,269;1,7;0,24;2,45;11,97;283;138;153;64;33;81;18;87;351
11927;ZAL;42;6,71;1,05;1,29;2,09;3,38;43,36;40,78;74,67;31,35;52,13;16,65;0,58;0,6;0,1;0,14;2,95;1,36;6,03;53;56,45;0,541;1,76;0,37;4,88;18,32;282;44;142;24;4;25;49;44;253
8072;BAS, CAN;74;3,81;0,5;1,66;1,88;3,54;63,62;0;55,76;83,04;0;16,96;0,39;0,81;0,47;0,19;2,15;1,27;5,39;62,97;63,03;0,01;0,62;0,27;3,61;14,34;282;37;262;29;35;60;0;117;399
1236;BAS, MAL, STR;37;7,59;0,54;1,81;3,35;5,16;52,12;0;64,06;79,03;0;20,97;0,32;1,13;0,16;0,46;1,27;2,4;9,68;52,12;55,42;0;0,48;0,44;5,85;17,08;281;20;191;12;6;42;0;111;358
1922;GAL, PAN, TEL, TIV;68;4,09;0,53;1,06;1,93;2,99;59,88;0;59,46;76,26;0;23,74;0,53;0,99;0,31;0,22;1,9;2,07;5,71;59,88;61,54;0;0,54;0,37;3,32;11,07;278;36;203;36;21;67;0;106;388
